EECS 490,91%,94%,20%,7%,21%,22%,15%,11%,8%,5%,6%,2%,-1%,1%,-1%,2%,EECS,490
EECS 491,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,491
EECS 492,84%,86%,10%,6%,18%,14%,17%,14%,9%,10%,7%,2%,1%,2%,-1%,1%,EECS,492
EECS 493,76%,77%,3%,13%,28%,20%,20%,12%,2%,2%,2%,-1%,-1%,-1%,-1%,-1%,EECS,493
EECS 494,91%,89%,78%,22%,35%,18%,14%,6%,3%,1%,1%,-1%,-1%,-1%,-1%,-1%,EECS,494
EECS 495,-2%,-2%,-2%,9%,34%,30%,12%,9%,6%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,495
EECS 496,31%,59%,9%,10%,57%,21%,6%,3%,1%,1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,496
EECS 497,90%,95%,10%,28%,57%,13%,3%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,497
EECS 498,90%,87%,22%,11%,40%,16%,12%,10%,5%,3%,2%,-1%,-1%,1%,-1%,1%,EECS,498
EECS 499,-2%,-2%,-2%,32%,59%,5%,3%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,499
EECS 500,75%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,500
EECS 501,83%,88%,19%,8%,25%,27%,20%,12%,6%,2%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,501
EECS 502,98%,100%,4%,17%,52%,21%,5%,1%,3%,-1%,-1%,1%,-1%,-1%,-1%,-1%,EECS,502
EECS 503,96%,100%,7%,22%,52%,12%,10%,2%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,503
EECS 504,89%,83%,17%,5%,42%,26%,21%,4%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,504
EECS 505,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,505
EECS 509,71%,79%,7%,35%,35%,20%,10%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,509
EECS 510,86%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,510
EECS 511,100%,100%,34%,15%,43%,21%,17%,2%,-1%,2%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,511
EECS 512,62%,-2%,-2%,25%,35%,27%,8%,-1%,-1%,-1%,-1%,-1%,-1%,2%,-1%,3%,EECS,512
EECS 513,100%,100%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,513
EECS 514,90%,100%,22%,30%,36%,15%,17%,2%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,514
EECS 515,85%,100%,29%,34%,18%,29%,13%,5%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,515
EECS 516,95%,98%,16%,9%,37%,32%,16%,5%,-1%,1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,516
EECS 517,85%,100%,14%,4%,46%,22%,18%,8%,2%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,517
EECS 518,95%,93%,-2%,29%,36%,20%,13%,2%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,518
EECS 519,85%,94%,62%,10%,44%,24%,19%,3%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,519
EECS 520,87%,91%,9%,7%,28%,34%,21%,6%,3%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,520
EECS 521,92%,89%,28%,12%,37%,31%,16%,2%,-1%,-1%,-1%,-1%,-1%,1%,-1%,-1%,EECS,521
EECS 522,93%,91%,43%,19%,29%,23%,14%,6%,5%,1%,2%,1%,-1%,-1%,-1%,-1%,EECS,522
EECS 523,66%,85%,6%,10%,22%,37%,16%,8%,3%,-1%,2%,-1%,-1%,-1%,-1%,1%,EECS,523
EECS 524,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,524
EECS 525,88%,100%,11%,6%,63%,29%,3%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,525
EECS 526,93%,90%,7%,-1%,39%,54%,2%,4%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,526
EECS 527,100%,100%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,527
EECS 528,94%,93%,27%,15%,43%,25%,13%,2%,3%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,528
EECS 529,100%,95%,11%,12%,46%,25%,10%,4%,2%,-1%,1%,-1%,-1%,-1%,-1%,-1%,EECS,529
EECS 530,92%,96%,51%,20%,24%,18%,11%,17%,3%,3%,3%,-1%,-1%,1%,-1%,-1%,EECS,530
EECS 531,96%,93%,7%,19%,29%,33%,10%,7%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,531
EECS 532,100%,96%,26%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,532
EECS 533,100%,100%,65%,32%,42%,24%,2%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,533
EECS 534,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,534
EECS 535,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,535
EECS 536,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,536
EECS 537,92%,97%,34%,6%,16%,32%,24%,17%,5%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,537
EECS 538,92%,100%,31%,11%,32%,27%,8%,15%,5%,-1%,2%,-1%,-1%,-1%,-1%,-1%,EECS,538
EECS 539,77%,94%,17%,18%,39%,26%,12%,3%,-1%,-1%,2%,-1%,-1%,-1%,-1%,-1%,EECS,539
EECS 540,84%,77%,38%,10%,31%,27%,16%,12%,2%,2%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,540
EECS 541,-2%,-2%,-2%,14%,44%,24%,13%,3%,2%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,541
EECS 542,90%,88%,32%,6%,66%,24%,3%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,542
EECS 543,73%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,543
EECS 544,-2%,-2%,-2%,14%,10%,38%,33%,-1%,5%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,544
EECS 545,92%,79%,23%,8%,30%,27%,22%,11%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,545
EECS 546,100%,100%,-2%,3%,52%,32%,13%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,546
EECS 547,-2%,-2%,-2%,-1%,38%,23%,23%,8%,8%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,547
EECS 548,88%,67%,53%,7%,48%,27%,9%,5%,3%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,548
EECS 549,88%,88%,14%,6%,39%,40%,10%,4%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,549
EECS 550,95%,100%,14%,31%,23%,18%,16%,12%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,550
EECS 551,91%,94%,26%,6%,31%,29%,21%,10%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,551
EECS 552,83%,76%,6%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,552
EECS 553,89%,100%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,553
EECS 554,91%,94%,12%,4%,24%,26%,19%,14%,12%,-1%,1%,-1%,-1%,-1%,-1%,-1%,EECS,554
EECS 555,100%,100%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,555
EECS 556,89%,98%,82%,13%,38%,32%,10%,7%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,556
EECS 557,83%,95%,63%,12%,22%,40%,18%,7%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,557
EECS 558,97%,100%,14%,2%,58%,27%,10%,-1%,-1%,-1%,-1%,-1%,-1%,2%,-1%,-1%,EECS,558
EECS 559,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,559
EECS 560,85%,91%,17%,3%,32%,34%,19%,10%,2%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,560
EECS 561,84%,86%,11%,8%,51%,20%,11%,8%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,561
EECS 562,86%,87%,17%,13%,32%,28%,14%,10%,2%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,562
EECS 563,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,563
EECS 564,91%,91%,31%,8%,29%,33%,15%,13%,2%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,564
EECS 565,92%,94%,38%,13%,38%,20%,8%,15%,5%,-1%,-1%,-1%,-1%,-1%,-1%,1%,EECS,565
EECS 566,90%,92%,-2%,8%,55%,14%,15%,3%,2%,-1%,2%,-1%,-1%,-1%,-1%,2%,EECS,566
EECS 567,94%,93%,17%,11%,45%,30%,10%,3%,2%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,567
EECS 568,95%,98%,37%,7%,43%,28%,14%,7%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,568
EECS 569,87%,94%,43%,16%,51%,19%,5%,8%,2%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,569
EECS 570,96%,100%,24%,14%,27%,30%,12%,11%,4%,1%,1%,-1%,-1%,-1%,-1%,-1%,EECS,570
EECS 571,75%,100%,-2%,23%,31%,27%,19%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,571
EECS 573,79%,90%,10%,26%,44%,16%,14%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,573
EECS 574,-2%,-2%,-2%,14%,34%,19%,15%,11%,6%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,574
EECS 575,77%,100%,6%,7%,30%,30%,10%,15%,5%,2%,1%,-1%,-1%,-1%,-1%,-1%,EECS,575
EECS 576,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,576
EECS 578,72%,-2%,-2%,19%,28%,22%,12%,16%,3%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,578
EECS 579,84%,100%,6%,11%,48%,16%,14%,10%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,579
EECS 580,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,580
EECS 582,89%,100%,3%,16%,52%,23%,9%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,582
EECS 583,71%,82%,7%,15%,49%,21%,9%,4%,2%,-1%,1%,-1%,-1%,-1%,-1%,-1%,EECS,583
EECS 584,88%,-2%,-2%,10%,36%,32%,16%,5%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,584
EECS 586,64%,78%,23%,3%,18%,21%,25%,23%,6%,-1%,2%,1%,-1%,-1%,-1%,-1%,EECS,586
EECS 587,83%,78%,11%,-1%,14%,38%,34%,13%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,587
EECS 588,100%,94%,21%,8%,43%,36%,7%,4%,2%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,588
EECS 589,76%,67%,33%,9%,74%,10%,4%,-1%,3%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,589
EECS 590,91%,91%,36%,35%,38%,15%,9%,-1%,-1%,3%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,590
EECS 591,90%,97%,24%,18%,31%,30%,20%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,591
EECS 592,84%,90%,10%,7%,35%,24%,24%,6%,3%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,592
EECS 594,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,594
EECS 595,96%,89%,20%,12%,48%,21%,6%,8%,3%,1%,1%,-1%,-1%,-1%,-1%,-1%,EECS,595
EECS 596,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,596
EECS 597,-2%,-2%,-2%,-1%,95%,5%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,597
EECS 598,91%,92%,25%,12%,43%,24%,13%,5%,2%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,598
EECS 599,-2%,-2%,-2%,-1%,100%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,599
EECS 600,94%,100%,24%,12%,48%,24%,10%,4%,-1%,-1%,-1%,-1%,-1%,-1%,2%,-1%,EECS,600
EECS 620,88%,100%,7%,18%,53%,13%,8%,-1%,8%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,620
EECS 627,96%,95%,43%,12%,37%,36%,12%,3%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,627
EECS 628,97%,100%,-2%,20%,66%,15%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,628
EECS 631,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,631
EECS 633,85%,100%,33%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,633
EECS 634,94%,95%,19%,14%,32%,25%,18%,7%,4%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,634
EECS 638,96%,86%,20%,14%,58%,22%,6%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,638
EECS 643,57%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,643
EECS 644,100%,100%,20%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,644
EECS 650,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,650
EECS 659,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,659
EECS 662,100%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,662
EECS 670,100%,93%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,670
EECS 674,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,674
EECS 682,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,682
EECS 684,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,684
EECS 691,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,691
EECS 692,84%,81%,24%,14%,55%,29%,2%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,EECS,692
EECS 695,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,695
EECS 698,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,698
EECS 699,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,699
EECS 700,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,700
EECS 720,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,720
EECS 730,100%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,730
EECS 735,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,735
EECS 750,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,750
EECS 755,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,755
EECS 760,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,760
EECS 765,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,765
EECS 820,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,820
EECS 892,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,892
EECS 990,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,990
EECS 995,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,EECS,995
MECHENG 211,73%,88%,36%,5%,14%,16%,14%,16%,13%,9%,7%,4%,1%,2%,-1%,1%,MECHENG,211
MECHENG 235,59%,94%,22%,5%,14%,13%,17%,16%,13%,7%,7%,4%,1%,1%,-1%,1%,MECHENG,235
MECHENG 240,72%,96%,13%,4%,12%,12%,12%,16%,15%,11%,10%,6%,2%,1%,-1%,-1%,MECHENG,240
MECHENG 250,89%,92%,72%,6%,16%,19%,25%,18%,9%,4%,2%,-1%,-1%,-1%,-1%,-1%,MECHENG,250
MECHENG 290,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,MECHENG,290
MECHENG 305,94%,90%,4%,21%,32%,16%,9%,9%,4%,2%,2%,1%,1%,2%,-1%,1%,MECHENG,305
MECHENG 311,86%,94%,4%,4%,19%,20%,17%,14%,11%,6%,5%,2%,1%,1%,-1%,-1%,MECHENG,311
MECHENG 320,57%,87%,18%,6%,16%,19%,21%,20%,9%,5%,3%,1%,-1%,-1%,-1%,-1%,MECHENG,320
MECHENG 335,45%,83%,12%,7%,17%,21%,23%,14%,8%,4%,3%,1%,-1%,-1%,-1%,-1%,MECHENG,335
MECHENG 336,87%,96%,4%,9%,20%,17%,23%,14%,9%,3%,3%,1%,-1%,-1%,-1%,-1%,MECHENG,336
MECHENG 350,83%,86%,62%,4%,11%,18%,22%,22%,13%,7%,2%,-1%,-1%,-1%,-1%,-1%,MECHENG,350
MECHENG 360,65%,89%,25%,6%,14%,14%,12%,16%,15%,10%,8%,4%,-1%,1%,-1%,1%,MECHENG,360
MECHENG 382,66%,93%,30%,2%,10%,12%,16%,19%,13%,10%,10%,7%,1%,1%,-1%,1%,MECHENG,382
MECHENG 390,-2%,-2%,-2%,18%,70%,6%,6%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,MECHENG,390
MECHENG 395,30%,76%,80%,1%,11%,13%,14%,35%,12%,8%,4%,2%,-1%,-1%,-1%,-1%,MECHENG,395
MECHENG 400,-2%,-2%,-2%,6%,22%,18%,17%,16%,11%,6%,4%,-1%,-1%,-1%,-1%,-1%,MECHENG,400
MECHENG 401,-2%,-2%,-2%,9%,22%,24%,16%,19%,8%,1%,1%,-1%,-1%,-1%,-1%,-1%,MECHENG,401
MECHENG 406,78%,79%,-2%,5%,41%,49%,6%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,MECHENG,406
MECHENG 412,-2%,-2%,-2%,20%,26%,12%,10%,14%,6%,10%,4%,-1%,-1%,-1%,-1%,-1%,MECHENG,412
MECHENG 420,70%,74%,62%,16%,27%,22%,15%,7%,5%,4%,2%,1%,1%,-1%,-1%,-1%,MECHENG,420
MECHENG 424,93%,92%,28%,10%,35%,15%,16%,8%,5%,2%,4%,-1%,2%,1%,-1%,1%,MECHENG,424
MECHENG 432,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,MECHENG,432
MECHENG 433,90%,96%,12%,6%,21%,29%,24%,11%,5%,2%,-1%,-1%,-1%,-1%,-1%,-1%,MECHENG,433
MECHENG 438,98%,93%,44%,9%,34%,24%,17%,10%,3%,1%,1%,-1%,-1%,-1%,-1%,-1%,MECHENG,438
MECHENG 440,-2%,-2%,-2%,9%,22%,19%,24%,6%,7%,6%,4%,-1%,-1%,2%,-1%,-1%,MECHENG,440
MECHENG 450,84%,78%,57%,8%,40%,33%,14%,4%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,MECHENG,450
MECHENG 451,81%,100%,1%,18%,20%,21%,17%,11%,7%,3%,1%,1%,-1%,-1%,1%,-1%,MECHENG,451
MECHENG 452,91%,88%,17%,13%,52%,17%,10%,4%,3%,1%,1%,-1%,-1%,-1%,-1%,-1%,MECHENG,452
MECHENG 455,92%,85%,72%,18%,54%,21%,6%,1%,-1%,1%,-1%,-1%,-1%,-1%,-1%,-1%,MECHENG,455
MECHENG 456,92%,95%,16%,-1%,40%,32%,12%,10%,2%,2%,1%,-1%,-1%,-1%,-1%,-1%,MECHENG,456
MECHENG 458,78%,-2%,-2%,13%,33%,27%,22%,5%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,MECHENG,458
MECHENG 461,90%,89%,49%,4%,28%,18%,16%,16%,6%,4%,4%,1%,1%,1%,-1%,1%,MECHENG,461
MECHENG 476,-2%,-2%,-2%,4%,36%,22%,16%,12%,4%,5%,1%,-1%,-1%,-1%,-1%,-1%,MECHENG,476
MECHENG 481,82%,80%,2%,10%,19%,16%,12%,18%,9%,8%,6%,2%,1%,1%,-1%,-1%,MECHENG,481
MECHENG 482,80%,92%,26%,2%,29%,31%,20%,12%,4%,1%,2%,-1%,-1%,-1%,-1%,-1%,MECHENG,482
MECHENG 483,64%,59%,12%,4%,12%,18%,20%,26%,19%,3%,-1%,-1%,-1%,-1%,-1%,-1%,MECHENG,483
MECHENG 487,-2%,-2%,-2%,8%,21%,20%,13%,7%,14%,8%,7%,1%,-1%,-1%,1%,-1%,MECHENG,487
MECHENG 489,84%,97%,16%,8%,28%,19%,12%,22%,6%,1%,3%,-1%,-1%,-1%,-1%,-1%,MECHENG,489
MECHENG 490,-2%,-2%,-2%,18%,67%,11%,2%,2%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,MECHENG,490
MECHENG 491,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,MECHENG,491
MECHENG 495,34%,66%,40%,3%,20%,23%,32%,16%,5%,1%,1%,-1%,-1%,-1%,-1%,-1%,MECHENG,495
MECHENG 499,87%,99%,31%,7%,36%,17%,9%,15%,6%,4%,4%,2%,-1%,-1%,-1%,-1%,MECHENG,499
MECHENG 501,81%,97%,18%,13%,32%,36%,14%,4%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,MECHENG,501
MECHENG 502,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,MECHENG,502
MECHENG 505,91%,89%,17%,33%,48%,18%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,MECHENG,505
MECHENG 506,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,MECHENG,506
MECHENG 507,100%,100%,-2%,12%,38%,38%,-1%,12%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,MECHENG,507
MECHENG 511,90%,96%,4%,14%,31%,31%,14%,6%,2%,-1%,1%,-1%,-1%,-1%,-1%,-1%,MECHENG,511
MECHENG 512,72%,88%,-2%,25%,20%,29%,19%,5%,2%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,MECHENG,512
MECHENG 513,93%,98%,6%,39%,46%,13%,3%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,MECHENG,513
MECHENG 514,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,MECHENG,514
MECHENG 515,100%,100%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,MECHENG,515
MECHENG 516,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,MECHENG,516
MECHENG 517,80%,83%,17%,42%,36%,11%,8%,-1%,-1%,-1%,-1%,-1%,3%,-1%,-1%,-1%,MECHENG,517
MECHENG 518,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,MECHENG,518
MECHENG 519,82%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,MECHENG,519
MECHENG 520,90%,90%,62%,8%,20%,31%,31%,8%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,MECHENG,520
MECHENG 521,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,MECHENG,521
MECHENG 523,95%,98%,44%,11%,42%,30%,9%,5%,1%,1%,-1%,-1%,-1%,-1%,-1%,-1%,MECHENG,523
MECHENG 524,100%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,MECHENG,524
MECHENG 527,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,MECHENG,527
