ANTHRCUL 235,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ANTHRCUL,235
ANTHRCUL 254,70%,79%,6%,2%,31%,36%,20%,7%,3%,1%,1%,-1%,-1%,-1%,-1%,-1%,ANTHRCUL,254
ANTHRCUL 314,89%,100%,43%,-1%,55%,28%,7%,7%,3%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ANTHRCUL,314
ANTHRCUL 315,78%,97%,22%,8%,61%,8%,7%,10%,2%,2%,2%,-1%,-1%,-1%,-1%,-1%,ANTHRCUL,315
ANTHRCUL 319,65%,87%,6%,-1%,46%,19%,14%,8%,8%,2%,1%,1%,-1%,1%,1%,-1%,ANTHRCUL,319
ANTHRCUL 325,80%,89%,15%,10%,29%,27%,12%,10%,4%,3%,1%,1%,-1%,-1%,1%,1%,ANTHRCUL,325
ANTHRCUL 327,75%,89%,74%,1%,22%,35%,21%,13%,4%,2%,2%,-1%,-1%,-1%,-1%,-1%,ANTHRCUL,327
ANTHRCUL 330,44%,85%,14%,1%,14%,29%,31%,12%,5%,3%,1%,1%,-1%,-1%,-1%,1%,ANTHRCUL,330
ANTHRCUL 333,64%,72%,-2%,-1%,39%,22%,16%,22%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ANTHRCUL,333
ANTHRCUL 346,66%,92%,14%,-1%,19%,35%,20%,16%,6%,1%,1%,-1%,-1%,-1%,-1%,-1%,ANTHRCUL,346
ANTHRCUL 349,-2%,-2%,-2%,6%,35%,35%,16%,6%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,2%,ANTHRCUL,349
ANTHRCUL 356,83%,93%,21%,16%,44%,18%,12%,6%,2%,2%,-1%,-1%,-1%,-1%,-1%,-1%,ANTHRCUL,356
ANTHRCUL 374,66%,93%,10%,3%,29%,28%,16%,15%,4%,2%,1%,-1%,1%,-1%,-1%,1%,ANTHRCUL,374
ANTHRCUL 409,-2%,-2%,-2%,17%,45%,24%,4%,2%,-1%,4%,-1%,-1%,-1%,-1%,-1%,4%,ANTHRCUL,409
ANTHRCUL 414,55%,85%,-2%,-1%,28%,8%,21%,40%,2%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ANTHRCUL,414
ANTHRCUL 428,86%,100%,43%,12%,75%,11%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ANTHRCUL,428
ANTHRCUL 430,100%,100%,60%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ANTHRCUL,430
ANTHRCUL 458,90%,94%,28%,16%,52%,18%,7%,4%,2%,1%,-1%,-1%,-1%,-1%,-1%,1%,ANTHRCUL,458
ANTHRCUL 474,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ANTHRCUL,474
ANTHRCUL 497,-2%,-2%,-2%,16%,80%,2%,-1%,2%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ANTHRCUL,497
ANTHRCUL 519,100%,100%,54%,4%,25%,42%,17%,12%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ANTHRCUL,519
ANTHRCUL 526,60%,82%,62%,-1%,63%,30%,6%,-1%,-1%,1%,-1%,-1%,-1%,-1%,-1%,-1%,ANTHRCUL,526
ANTHRCUL 546,100%,100%,-2%,-1%,40%,60%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ANTHRCUL,546
ANTHRCUL 558,86%,100%,24%,31%,59%,5%,2%,1%,2%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ANTHRCUL,558
ANTHRCUL 576,30%,80%,47%,4%,24%,47%,13%,10%,-1%,1%,-1%,-1%,-1%,-1%,-1%,-1%,ANTHRCUL,576
ANTHRCUL 645,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ANTHRCUL,645
ANTHRCUL 652,100%,97%,30%,-1%,79%,20%,2%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ANTHRCUL,652
ANTHRCUL 675,100%,100%,20%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ANTHRCUL,675
ANTHRCUL 748,100%,100%,-2%,-1%,96%,-1%,4%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ANTHRCUL,748
ANTHRCUL 750,-2%,-2%,-2%,-1%,100%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ANTHRCUL,750
ANTHRCUL 759,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ANTHRCUL,759
ANTHRCUL 777,-2%,-2%,-2%,-1%,100%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ANTHRCUL,777
ANTHRCUL 797,90%,100%,11%,-1%,92%,8%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ANTHRCUL,797
ANTHRCUL 830,-2%,-2%,-2%,-1%,100%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ANTHRCUL,830
ANTHRCUL 993,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ANTHRCUL,993
ALA 101,20%,88%,15%,5%,48%,23%,12%,4%,4%,1%,1%,-1%,-1%,1%,-1%,3%,ALA,101
ALA 102,41%,71%,7%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ALA,102
ALA 104,29%,60%,16%,-1%,79%,8%,6%,5%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ALA,104
ALA 105,52%,89%,16%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ALA,105
ALA 106,75%,87%,8%,38%,51%,5%,3%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ALA,106
ALA 107,56%,79%,10%,1%,80%,10%,5%,4%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ALA,107
ALA 115,86%,95%,10%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ALA,115
ALA 122,80%,96%,5%,-1%,75%,16%,5%,2%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ALA,122
ALA 125,87%,87%,10%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ALA,125
ALA 171,55%,78%,14%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ALA,171
ALA 175,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ALA,175
ALA 206,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ALA,206
ALA 210,68%,63%,61%,45%,36%,6%,4%,3%,3%,1%,1%,-1%,-1%,-1%,-1%,-1%,ALA,210
ALA 220,80%,81%,3%,-1%,80%,12%,4%,2%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ALA,220
ALA 223,87%,82%,12%,29%,52%,14%,2%,1%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ALA,223
ALA 225,64%,66%,13%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ALA,225
ALA 228,96%,80%,12%,4%,70%,12%,3%,5%,2%,-1%,2%,2%,-1%,-1%,-1%,-1%,ALA,228
ALA 230,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ALA,230
ALA 240,-2%,-2%,-2%,35%,58%,6%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ALA,240
ALA 250,82%,98%,22%,16%,81%,1%,-1%,2%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ALA,250
ALA 256,67%,62%,-2%,4%,80%,10%,5%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ALA,256
ALA 264,-2%,-2%,-2%,-1%,55%,28%,8%,5%,1%,-1%,2%,-1%,-1%,-1%,-1%,-1%,ALA,264
ALA 270,87%,92%,10%,20%,61%,9%,3%,3%,3%,-1%,-1%,-1%,-1%,-1%,-1%,1%,ALA,270
ALA 290,-2%,-2%,-2%,20%,48%,20%,4%,8%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ALA,290
ALA 292,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ALA,292
ALA 315,-2%,-2%,-2%,25%,38%,-1%,8%,12%,4%,4%,4%,4%,-1%,-1%,-1%,-1%,ALA,315
ALA 320,93%,93%,25%,3%,88%,5%,4%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ALA,320
ALA 321,99%,90%,85%,-1%,86%,8%,5%,1%,-1%,-1%,-1%,1%,-1%,-1%,-1%,-1%,ALA,321
ALA 322,100%,100%,100%,21%,68%,5%,5%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ALA,322
ALA 325,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ALA,325
ALA 350,80%,100%,10%,19%,45%,10%,5%,10%,6%,1%,-1%,1%,-1%,-1%,-1%,1%,ALA,350
ALA 370,-2%,-2%,-2%,6%,43%,34%,15%,-1%,-1%,-1%,2%,-1%,-1%,-1%,-1%,-1%,ALA,370
ALA 421,46%,83%,15%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ALA,421
ALA 470,100%,100%,-2%,45%,48%,-1%,-1%,3%,-1%,-1%,-1%,-1%,-1%,3%,-1%,-1%,ALA,470
ALA 471,-2%,-2%,-2%,5%,95%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ALA,471
ALA 472,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ALA,472
APPPHYS 514,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,APPPHYS,514
APPPHYS 530,92%,96%,51%,20%,24%,18%,11%,17%,3%,3%,3%,-1%,-1%,1%,-1%,-1%,APPPHYS,530
APPPHYS 537,92%,97%,34%,6%,16%,32%,24%,17%,5%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,APPPHYS,537
APPPHYS 540,84%,77%,38%,10%,31%,27%,16%,12%,2%,2%,-1%,-1%,-1%,-1%,-1%,-1%,APPPHYS,540
APPPHYS 550,92%,100%,31%,11%,32%,27%,8%,15%,5%,-1%,2%,-1%,-1%,-1%,-1%,-1%,APPPHYS,550
APPPHYS 576,72%,62%,34%,20%,54%,19%,4%,1%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,APPPHYS,576
APPPHYS 601,94%,100%,3%,14%,86%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,APPPHYS,601
ARABAM 215,84%,98%,7%,9%,78%,7%,3%,2%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ARABAM,215
ARABAM 301,100%,75%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ARABAM,301
ARABAM 311,90%,100%,16%,4%,62%,19%,8%,2%,1%,1%,2%,-1%,-1%,-1%,-1%,-1%,ARABAM,311
ARABAM 405,92%,97%,17%,29%,56%,9%,-1%,-1%,3%,-1%,-1%,-1%,-1%,-1%,-1%,3%,ARABAM,405
ARABIC 101,95%,98%,82%,17%,30%,18%,10%,10%,4%,3%,4%,2%,-1%,1%,-1%,-1%,ARABIC,101
ARABIC 201,83%,90%,80%,16%,32%,25%,10%,9%,6%,2%,-1%,-1%,-1%,-1%,-1%,-1%,ARABIC,201
ARABIC 401,87%,89%,72%,10%,39%,19%,8%,8%,9%,3%,2%,-1%,1%,-1%,-1%,1%,ARABIC,401
ARABIC 501,100%,93%,33%,27%,37%,15%,7%,2%,10%,-1%,-1%,-1%,-1%,-1%,-1%,2%,ARABIC,501
ARABIC 507,92%,100%,46%,-1%,-1%,50%,50%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ARABIC,507
ARABIC 607,92%,100%,46%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ARABIC,607
ARABIC 612,100%,100%,50%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ARABIC,612
ARMENIAN 101,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ARMENIAN,101
ARMENIAN 201,100%,100%,60%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ARMENIAN,201
ARMENIAN 401,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ARMENIAN,401
ASIANLAN 100,82%,96%,31%,9%,50%,21%,10%,4%,2%,1%,-1%,2%,1%,-1%,-1%,-1%,ASIANLAN,100
ASIANLAN 101,89%,95%,60%,6%,25%,24%,14%,10%,9%,5%,2%,1%,-1%,1%,1%,1%,ASIANLAN,101
ASIANLAN 104,84%,100%,39%,7%,52%,27%,10%,3%,1%,-1%,1%,-1%,-1%,-1%,-1%,-1%,ASIANLAN,104
ASIANLAN 111,98%,100%,5%,25%,54%,16%,2%,3%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ASIANLAN,111
ASIANLAN 115,91%,100%,18%,19%,49%,14%,11%,4%,1%,1%,1%,-1%,-1%,-1%,-1%,-1%,ASIANLAN,115
ASIANLAN 121,92%,100%,31%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ASIANLAN,121
ASIANLAN 123,100%,94%,24%,37%,36%,15%,9%,2%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,2%,ASIANLAN,123
ASIANLAN 125,96%,99%,38%,24%,40%,15%,8%,6%,2%,1%,2%,1%,1%,-1%,-1%,-1%,ASIANLAN,125
ASIANLAN 129,91%,91%,30%,27%,27%,7%,33%,-1%,-1%,-1%,-1%,-1%,7%,-1%,-1%,-1%,ASIANLAN,129
ASIANLAN 135,94%,98%,19%,30%,38%,16%,5%,4%,3%,-1%,2%,-1%,-1%,-1%,-1%,-1%,ASIANLAN,135
ASIANLAN 138,100%,100%,16%,10%,56%,17%,15%,-1%,-1%,2%,-1%,-1%,-1%,-1%,-1%,-1%,ASIANLAN,138
ASIANLAN 145,100%,100%,24%,11%,61%,11%,6%,-1%,6%,-1%,-1%,-1%,-1%,-1%,-1%,6%,ASIANLAN,145
ASIANLAN 155,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ASIANLAN,155
ASIANLAN 161,82%,100%,6%,12%,58%,17%,8%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,4%,ASIANLAN,161
ASIANLAN 171,79%,100%,29%,20%,45%,23%,9%,-1%,1%,1%,-1%,-1%,-1%,-1%,-1%,-1%,ASIANLAN,171
ASIANLAN 175,96%,100%,35%,20%,51%,16%,12%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ASIANLAN,175
ASIANLAN 185,-2%,-2%,-2%,26%,63%,5%,5%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ASIANLAN,185
ASIANLAN 201,79%,93%,46%,12%,35%,23%,12%,8%,4%,2%,1%,1%,-1%,-1%,-1%,-1%,ASIANLAN,201
ASIANLAN 204,81%,99%,31%,3%,59%,23%,11%,3%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ASIANLAN,204
ASIANLAN 211,100%,100%,-2%,23%,49%,14%,6%,6%,-1%,3%,-1%,-1%,-1%,-1%,-1%,-1%,ASIANLAN,211
ASIANLAN 215,79%,95%,34%,14%,42%,19%,8%,8%,5%,-1%,1%,2%,-1%,-1%,-1%,-1%,ASIANLAN,215
ASIANLAN 221,100%,100%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ASIANLAN,221
ASIANLAN 225,94%,98%,50%,6%,29%,21%,13%,13%,7%,2%,4%,1%,-1%,1%,-1%,2%,ASIANLAN,225
ASIANLAN 235,88%,92%,31%,30%,32%,19%,9%,5%,3%,2%,-1%,1%,-1%,-1%,-1%,-1%,ASIANLAN,235
ASIANLAN 251,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ASIANLAN,251
ASIANLAN 255,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ASIANLAN,255
ASIANLAN 261,100%,100%,10%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ASIANLAN,261
ASIANLAN 271,-2%,-2%,-2%,24%,51%,18%,7%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ASIANLAN,271
ASIANLAN 275,-2%,-2%,-2%,33%,26%,26%,9%,-1%,2%,-1%,-1%,-1%,2%,-1%,-1%,2%,ASIANLAN,275
ASIANLAN 285,100%,50%,50%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ASIANLAN,285
ASIANLAN 301,94%,91%,45%,6%,36%,32%,16%,7%,2%,-1%,1%,-1%,-1%,-1%,-1%,-1%,ASIANLAN,301
ASIANLAN 304,86%,100%,33%,4%,57%,21%,10%,5%,-1%,3%,-1%,-1%,-1%,-1%,-1%,-1%,ASIANLAN,304
ASIANLAN 305,100%,100%,19%,3%,67%,20%,5%,3%,3%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ASIANLAN,305
ASIANLAN 325,98%,92%,53%,8%,29%,23%,14%,11%,6%,3%,2%,1%,-1%,1%,-1%,-1%,ASIANLAN,325
ASIANLAN 335,95%,100%,14%,19%,44%,23%,10%,4%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ASIANLAN,335
ASIANLAN 401,88%,57%,12%,3%,45%,29%,14%,9%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ASIANLAN,401
ASIANLAN 403,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ASIANLAN,403
ASIANLAN 405,95%,100%,20%,14%,66%,12%,6%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,1%,ASIANLAN,405
ASIANLAN 407,86%,100%,-2%,4%,54%,14%,-1%,18%,4%,-1%,4%,-1%,-1%,-1%,-1%,4%,ASIANLAN,407
ASIANLAN 411,100%,100%,12%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ASIANLAN,411
ASIANLAN 417,-2%,-2%,-2%,24%,59%,3%,10%,3%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ASIANLAN,417
ASIANLAN 419,90%,100%,40%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ASIANLAN,419
ASIANLAN 425,96%,100%,19%,16%,49%,13%,11%,8%,1%,1%,-1%,-1%,-1%,-1%,-1%,-1%,ASIANLAN,425
ASIANLAN 429,97%,90%,12%,15%,47%,22%,8%,4%,1%,-1%,-1%,-1%,-1%,1%,-1%,1%,ASIANLAN,429
ASIANLAN 436,100%,100%,27%,48%,22%,22%,-1%,9%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ASIANLAN,436
ASIANLAN 439,-2%,-2%,-2%,21%,46%,18%,9%,4%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,2%,ASIANLAN,439
ASIANLAN 441,97%,100%,61%,7%,49%,27%,7%,7%,-1%,2%,-1%,-1%,-1%,-1%,-1%,-1%,ASIANLAN,441
ASIANLAN 445,94%,100%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ASIANLAN,445
ASIANLAN 451,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ASIANLAN,451
ASIANLAN 455,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ASIANLAN,455
ASIANLAN 461,100%,80%,22%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ASIANLAN,461
ASIANLAN 471,92%,62%,17%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ASIANLAN,471
ASIANLAN 475,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ASIANLAN,475
ASIANLAN 485,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ASIANLAN,485
ASIAN 204,61%,85%,22%,-1%,28%,19%,11%,17%,16%,3%,3%,2%,-1%,-1%,-1%,1%,ASIAN,204
ASIAN 206,84%,93%,11%,3%,19%,20%,23%,20%,9%,3%,3%,1%,-1%,-1%,-1%,1%,ASIAN,206
ASIAN 207,77%,95%,9%,5%,31%,20%,18%,16%,6%,2%,2%,-1%,-1%,-1%,-1%,-1%,ASIAN,207
ASIAN 210,62%,94%,3%,4%,62%,7%,7%,8%,1%,1%,4%,-1%,3%,3%,-1%,-1%,ASIAN,210
ASIAN 211,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ASIAN,211
ASIAN 225,-2%,-2%,-2%,26%,34%,23%,11%,3%,3%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ASIAN,225
ASIAN 230,81%,97%,8%,7%,40%,24%,10%,11%,3%,2%,2%,1%,-1%,-1%,-1%,-1%,ASIAN,230
ASIAN 235,67%,90%,28%,21%,52%,12%,7%,4%,2%,-1%,1%,1%,-1%,-1%,-1%,1%,ASIAN,235
ASIAN 252,85%,100%,31%,12%,33%,23%,13%,11%,1%,-1%,1%,1%,3%,-1%,-1%,1%,ASIAN,252
ASIAN 253,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ASIAN,253
ASIAN 260,72%,89%,14%,24%,40%,22%,3%,5%,3%,1%,1%,-1%,-1%,-1%,1%,-1%,ASIAN,260
ASIAN 280,69%,93%,15%,11%,53%,17%,8%,4%,6%,1%,1%,-1%,-1%,-1%,-1%,-1%,ASIAN,280
ASIAN 292,75%,89%,4%,10%,46%,25%,10%,6%,2%,1%,-1%,-1%,-1%,-1%,-1%,-1%,ASIAN,292
ASIAN 300,64%,95%,5%,2%,55%,23%,16%,-1%,4%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ASIAN,300
ASIAN 304,90%,100%,14%,2%,23%,38%,12%,13%,8%,2%,2%,1%,-1%,-1%,-1%,-1%,ASIAN,304
ASIAN 308,-2%,-2%,-2%,-1%,36%,28%,19%,8%,6%,-1%,2%,-1%,-1%,-1%,-1%,-1%,ASIAN,308
ASIAN 314,83%,97%,17%,11%,42%,33%,13%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ASIAN,314
ASIAN 326,67%,100%,75%,10%,33%,43%,10%,-1%,5%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ASIAN,326
ASIAN 329,-2%,-2%,-2%,2%,24%,26%,30%,9%,9%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ASIAN,329
ASIAN 334,80%,80%,60%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ASIAN,334
ASIAN 335,81%,100%,20%,3%,23%,34%,20%,11%,-1%,-1%,3%,-1%,-1%,3%,-1%,3%,ASIAN,335
ASIAN 349,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ASIAN,349
ASIAN 351,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ASIAN,351
ASIAN 352,88%,100%,50%,3%,61%,18%,3%,15%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ASIAN,352
ASIAN 354,80%,-2%,50%,1%,30%,21%,19%,21%,5%,2%,1%,-1%,-1%,-1%,-1%,1%,ASIAN,354
ASIAN 356,89%,-2%,-2%,46%,9%,27%,18%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ASIAN,356
ASIAN 366,84%,94%,-2%,20%,58%,16%,1%,4%,1%,1%,-1%,-1%,-1%,-1%,-1%,-1%,ASIAN,366
ASIAN 367,65%,88%,12%,4%,58%,20%,8%,5%,4%,-1%,-1%,-1%,-1%,-1%,-1%,1%,ASIAN,367
ASIAN 369,-2%,-2%,-2%,6%,39%,27%,18%,6%,3%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ASIAN,369
ASIAN 378,-2%,-2%,-2%,-1%,76%,16%,-1%,4%,-1%,-1%,-1%,-1%,-1%,-1%,4%,-1%,ASIAN,378
ASIAN 381,50%,91%,30%,6%,30%,40%,13%,8%,2%,-1%,1%,1%,-1%,-1%,-1%,1%,ASIAN,381
ASIAN 389,75%,90%,38%,8%,16%,34%,17%,13%,3%,3%,4%,1%,-1%,-1%,-1%,1%,ASIAN,389
ASIAN 428,79%,94%,17%,10%,15%,43%,15%,8%,3%,2%,1%,1%,-1%,-1%,-1%,-1%,ASIAN,428
ASIAN 440,-2%,-2%,-2%,-1%,50%,-1%,50%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ASIAN,440
ASIAN 450,-2%,-2%,-2%,9%,44%,25%,16%,5%,2%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ASIAN,450
ASIAN 458,-2%,-2%,-2%,1%,47%,12%,14%,9%,3%,-1%,1%,1%,-1%,-1%,-1%,12%,ASIAN,458
ASIAN 480,84%,95%,48%,16%,49%,19%,8%,3%,-1%,-1%,1%,1%,-1%,1%,-1%,-1%,ASIAN,480
ASIAN 486,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ASIAN,486
ASIAN 504,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ASIAN,504
ASIAN 550,83%,93%,47%,5%,68%,18%,5%,-1%,3%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ASIAN,550
